id,title,year,abstract,cited_by_count
https://openalex.org/W1539235296,Human Development Report 2011. Sustainability and Equity: A Better Future for All,2011,"The 2011 Human Development Report argues that the urgent global challenges of sustainability and equity must be addressed together – and identifies policies on the national and global level that could spur mutually reinforcing progress towards these interlinked goals. Bold action is needed on both fronts, the Report contends, if the recent human development progress for most of the world’s poor majority is to be sustained, for the benefit of future generations as well as for those living today. Past Reports have shown that living standards in most countries have been rising – and converging – for several decades now. Yet the 2011 Report projects a disturbing reversal of those trends if environmental deterioration and social inequalities continue to intensify, with the least developed countries diverging downwards from global patterns of progress by 2050.The Report shows further how the world’s most disadvantaged people suffer the most from environmental degradation, including in their immediate personal environment, and disproportionately lack political power, making it all the harder for the world community to reach agreement on needed global policy changes. The Report also outlines great potential for positive synergies in the quest for greater equality and sustainability, especially at the national level. The Report further emphasizes the human right to a healthy environment, the importance of integrating social equity into environmental policies, and the critical importance of public participation and official accountability. The 2011 Report concludes with a call for bold new approaches to global development financing and environmental controls, arguing that these measures are both essential and feasible.",683
https://openalex.org/W2016253711,The Economics of Private Equity Funds,2010,"This article analyzes the economics of the private equity industry using a novel model and dataset. We obtain data from a large investor in private equity funds, with detailed records on 238 funds raised between 1993 and 2006. We build a model to estimate the expected revenue to managers as a function of their investor contracts, and we test how this estimated revenue varies across the characteristics of our sample funds. Among our sample funds, about two-thirds of expected revenue comes from fixed-revenue components that are not sensitive to performance. We find sharp differences between venture capital (VC) and buyout (BO) funds. BO managers build on their prior experience by increasing the size of their funds faster than VC managers do. This leads to significantly higher revenue per partner and per professional in later BO funds. The results suggest that the BO business is more scalable than the VC business and that past success has a differential impact on the terms of their future funds.",683
https://openalex.org/W2170893298,Agency Costs of Controlling Minority Shareholders,2003,"Agency Costs of Controlling Minority Shareholders (coauthored with Henrik Cronqvist) estimates the agency costs of controlling minority shareholders (CMSs) using a panel of Swedish listed firms. CMSs are owners who have a control stake of the firm’s votes while owning only a minority fraction of the firm’s equity. The study documents that families in control are almost exclusively CMSs through an extensive use of dual-class shares. The results show that increased ownership of votes by a controlling owner is associated with an economically and statistically significant decrease in firm value, but that the decrease in firm value is significantly larger for firms with family CMSs than for firms with financial institutions or corporations in control. This indicates that the agency costs of family CMSs are larger than the agency costs of other controlling owners.Family Ownership, Control Considerations, and Corporate Financing Decisions: An Empirical Analysis analyzes the relation between concentrated family control and firms’ choice of capital structure for a panel of Swedish listed firms. The results suggest that the capital structure choices made by firms with families in control are influenced by the controlling families’ desire to protect their control, and that the resulting capital structures are likely to increase the agency costs of family control. The Choice between Rights Offerings and Private Equity Placements (coauthored with Henrik Cronqvist) analyzes the determinants of the choice between rights offerings and private equity placements using a sample of rights offerings and private placements made by listed Swedish firms. The results indicate that control considerations explain why firms make uninsured rights offerings. The evidence also suggest that private placements, and to some extent underwritten rights offerings, are made by potentially undervalued firms in order to overcome underinvestment problems resulting from asymmetric information about firm value. Furthermore, private placements are frequently made in conjunction with the establishment of a product market relationship between purchaser and seller, which is consistent with equity ownership reducing contracting costs in new product market relationships. Why Agency Costs Explain Diversification Discounts (coauthored with Henrik Cronqvist and Peter Hogfeldt) studies diversification within the real estate industry, in which firms can diversify over property types and geographical regions. Similar to previous studies, this essay documents the existence of a diversification discount. However, the major cause of the diversification discount is not diversification per se but anticipated costs due to rent dissipation in future diversifying acquisitions. Firms expected to pursue non-focusing strategies do indeed diversify more, are valued ex ante at a 20% discount over firms anticipated to follow a focusing strategy, and are predominantly family controlled. The ex ante diversification discount is, therefore, a measure of agency costs. The Difference in Acquirer Returns between Takeovers of Public Targets and Takeovers of Private Targets shows, for a sample of Swedish takeovers, that the average acquirer abnormal return is positive and significant when the target firm is privately held but insignificant when the target firm is listed on a stock exchange. These results are robust when controlling for sample selection problems and other variables capable of explaining acquirer returns. The evidence is consistent with greater acquirer bargaining power and resolution of information asymmetries in takeovers of private targets.",683
https://openalex.org/W2046337511,New Directions in Planning Theory,2000,"The author examines three approaches to planning theory: the communicative model, the new urbanism, and the just city. The first type emphasizes the planner’s role in mediating among “stakeholders,” the second paints a physical picture of a desirable planned city, and the third presents a model of spatial relations based on equity. Differences among the types reflect an enduring tension between a focus on the planning process and an emphasis on desirable outcomes. The author defends the continued use of the just-city model and a modified form of the political economy mode of analysis that underlies it.",682
https://openalex.org/W2953899168,"Foundations of ESG Investing: <i>How ESG Affects Equity Valuation, Risk, and Performance</i>",2019,"Many studies have focused on the relationship between companies with strong environmental, social, and governance (ESG) characteristics and corporate financial performance. However, these have often struggled to show that positive correlations—when produced—can in fact explain the behavior. The authors of this article provide a link between ESG information and the valuation and performance of companies, by examining three transmission channels within a standard discounted cash flow model—which they call the cash-flow channel, the idiosyncratic risk channel, and the valuation channel. They tested each of these transmission channels using MSCI ESG Ratings data and financial variables. This showed that companies’ ESG information was transmitted to their valuation and performance, both through their systematic risk profile (lower costs of capital and higher valuations) and their idiosyncratic risk profile (higher profitability and lower exposures to tail risk). The research suggests that changes in a company’s ESG characteristics may be a useful financial indicator. ESG ratings may also be suitable for integration into policy benchmarks and financial analyses. <b>TOPICS:</b>ESG investing, security analysis and valuation, risk management",682
https://openalex.org/W3121737815,WHAT IS HAPPENING TO THE IMPACT OF FINANCIAL DEEPENING ON ECONOMIC GROWTH?,2010,"Although the finance-growth relationship is now firmly entrenched in the empirical literature, we show that it is not as strong in more recent data as it was in the original studies with data for the period from 1960 to 1989. We consider several explanations. First, we find that the incidence of financial crises is related to the dampening of the effect of financial deepening on growth. Excessive financial deepening or too rapid a growth of credit may have led to both inflation and weakened banking systems which in turn gave rise to growth-inhibiting financial crises. Excessive financial deepening may also be a result of widespread financial liberalizations in the late 1980s and early 1990s in countries that lacked the legal or regulatory infrastructure to exploit financial development successfully. However, we find little indication that liberalizations played an important direct role in reducing the effect of finance. Similarly, there is little evidence that the growth of equity markets in recent years has substituted for debt financing and led to a reduced role of financial deepening on growth. (JEL E44, G10, O40)",678
https://openalex.org/W2142043708,Share Issuance and Cross‐sectional Returns,2008,"ABSTRACT Post‐1970, share issuance exhibits a strong cross‐sectional ability to predict stock returns. This predictive ability is more statistically significant than the individual predictive ability of size, book‐to‐market, or momentum. Our finding is related to research that finds that long‐run returns are associated with share repurchase announcements, seasoned equity offerings, and stock mergers, although our results remain strong even after exclusion of the data used in these studies. We estimate the issuance relation pre‐1970 and find no statistically significant predictive ability for most holding periods.",677
https://openalex.org/W2283215270,Stillbirths: recall to action in high-income countries,2016,,677
https://openalex.org/W3108578974,How do business and financial cycles interact?,2012,"This paper analyzes the interactions between business and financial cycles using an extensive database covering 44 countries for the period 1960:1-2010:4. Our analysis shows that there are strong linkages between the different phases of business and financial cycles. In particular, recessions associated with financial disruptions, notably house and equity price busts, tend to be longer and deeper than other recessions. Conversely, while recoveries following asset price busts tend to be weaker, recoveries associated with rapid growth in credit and house prices are often stronger. These findings emphasize the importance of financial market developments for the real economy.",674
https://openalex.org/W2049877537,So what do I get? The bank's view of lending relationships,2006,,673
https://openalex.org/W3122450728,Making Sense of Cents: An Examination of Firms That Marginally Miss or Beat Analyst Forecasts,2009,"ABSTRACT This paper examines the performance consequences of cutting discretionary expenditures and managing accruals to exceed analyst forecasts. We show that firms that just beat analyst forecasts with low quality earnings exhibit a short‐term stock price benefit relative to firms that miss forecasts with high quality earnings. This trend, however, reverses over a 3‐year horizon. Additionally, firms reducing discretionary expenditures to beat forecasts have significantly greater equity issuances and insider selling in the following year, consistent with managers understanding the myopic nature of their actions. Our results confirm survey evidence suggesting managers engage in myopic behavior to beat benchmarks.",671
https://openalex.org/W1998788099,"Japanese universal health coverage: evolution, achievements, and challenges",2011,,668
https://openalex.org/W2486478005,Leadership for Social Justice and Equity: Weaving a Transformative Framework and Pedagogy,2004,"Although many agree that theory, research, and practice should be intertwined to support the type of schooling (and society) that values rather than marginalizes, few scholars offer ground-breaking, pragmatic approaches to developing truly transformative leaders. From a critical theorist perspective, this article offers a practical, process-oriented model that is responsive to the challenges of preparing educational leaders committed to social justice and equity. By weaving a tripartite theoretical framework together in support of an alternative, transformative pedagogy, students learn “to perceive social, political, and economic contradictions, and to take action against the oppressive elements of reality”. The three theoretical perspectives of Adult Learning Theory, Transformative Learning Theory, and Critical Social Theory are interwoven with the three pedagogical strategies of critical reflection, rational discourse, and policy praxis to increase awareness, acknowledgment, and action within preparation programs.",668
https://openalex.org/W2575678410,New players in entrepreneurial finance and why they are there,2017,"The landscape for entrepreneurial finance has changed strongly over the last years. Many new players have entered the arena. This editorial introduces and describes the new players and compares them along the four dimensions: debt or equity, investment goal, investment approach, and investment target. Following this, we discuss the factors explaining the emergence of the new players and group them into supply- and demand-side factors. The editorial gives researchers and practitioners orientation about recent developments in entrepreneurial finance and provides avenues for relevant and fruitful further research.",667
https://openalex.org/W2098052982,"Water is an economic good: How to use prices to promote equity, efficiency, and sustainability",2002,,666
https://openalex.org/W2025500893,The Just City,2010,"Justice has always been a major topic within political philosophy, but scholars in the behavioural sciences have largely avoided normative statements. After the urban uprisings of the 1960s and 1970s, however, leftist scholars adopted a critical approach that, while not specifying a concept of justice, injected a moral dimension into their work. Within urban studies, the argument of Henri Lefebvre, who defined space as a social construction and who maintained that all groups should have a ‘right to the city’, became particularly influential. During the 1990s, scholars began to be more explicit about the concept of justice. Three main approaches to urban justice were developed: (1) communicative rationality; (2) recognition of diversity; (3) the just city/spatial justice. Differences between the communicative and just city approaches revolved around emphasis on democracy versus equity, process versus outcome. I argue that democracy, diversity, and equity are the three governing principles for urban justice...",664
https://openalex.org/W1548648904,Equity of access to health care services:,2001,,662
https://openalex.org/W2403322474,Total Value of Phosphorus Recovery,2016,"Phosphorus (P) is a critical, geographically concentrated, nonrenewable resource necessary to support global food production. In excess (e.g., due to runoff or wastewater discharges), P is also a primary cause of eutrophication. To reconcile the simultaneous shortage and overabundance of P, lost P flows must be recovered and reused, alongside improvements in P-use efficiency. While this motivation is increasingly being recognized, little P recovery is practiced today, as recovered P generally cannot compete with the relatively low cost of mined P. Therefore, P is often captured to prevent its release into the environment without beneficial recovery and reuse. However, additional incentives for P recovery emerge when accounting for the total value of P recovery. This article provides a comprehensive overview of the range of benefits of recovering P from waste streams, i.e., the total value of recovering P. This approach accounts for P products, as well as other assets that are associated with P and can be recovered in parallel, such as energy, nitrogen, metals and minerals, and water. Additionally, P recovery provides valuable services to society and the environment by protecting and improving environmental quality, enhancing efficiency of waste treatment facilities, and improving food security and social equity. The needs to make P recovery a reality are also discussed, including business models, bottlenecks, and policy and education strategies.",660
https://openalex.org/W3122374802,Cash holdings and R&amp;D smoothing,2010,,660
https://openalex.org/W1984743680,Location Matters: An Examination of Trading Profits,2001,"ABSTRACT The electronic trading system Xetra of the German Security Exchange provides a unique data source on the equity trades of 756 professional traders located in 23 different cities and eight European countries. We explore informational asymmetries across the trader population: Traders located outside Germany in non‐German‐speaking cities show lower proprietary trading profit. Their underperformance is not only statistically significant, it is also of economically significant magnitude and occurs for the 11 largest German blue‐chip stocks. We also examine whether a trader location in Frankfurt as the financial center, or local proximity of the trader to the corporate headquarters of the traded stock, or affiliation with a large financial institution results in superior trading performance. The data provide no evidence for a financial center advantage or of increasing institutional scale economies in proprietary trading. However, we find evidence for an information advantage due to corporate headquarters proximity for high‐frequency (intraday) trading.",659
https://openalex.org/W1536239738,Where is the wealth of nations? : measuring capital for the 21st century,2008,"The book presents estimates of total wealth for nearly 120 countries, using economic theory to decompose the wealth of a nation into its component pieces: produced capital, natural resources and human resources. The wealth estimates aims to provide a unique opportunity to look at economic management from a broader and comprehensive perspective. The book's basic tenet is that economic development can be conceived as a process of portfolio management, so that sustainability becomes an integral part of economic policy making. The rigorous analysis, presented in accessible format, tackles issues such as growth, development and equity. This publication is organized in four sections. The first part introduces the wealth estimates and highlights the main facts on the level and composition of wealth across countries. The second part analyzes changes in wealth and how they matter for economic policy. The third part deals with the level of wealth, its composition and links to growth and inequality. The fourth part reviews existing applications of resource and environmental accounting.",657
https://openalex.org/W2066238006,Conceptualizing and measuring energy security: A synthesized approach,2011,,656
https://openalex.org/W2102173527,A framework for assessing the systemic risk of major financial institutions,2009,,655
https://openalex.org/W2126725648,Taking Stock: Equity‐Based Compensation and the Evolution of Managerial Ownership,2000,"We investigate the impact of stock‐based compensation on managerial ownership. We find that equity compensation succeeds in increasing incentives of lower‐ownership managers, but higher‐ownership managers negate much of its impact by selling previously owned shares. When executives exercise options to acquire stock, nearly all of the shares are sold. Our results illuminate dynamic aspects of managerial ownership arising from divergent goals of boards of directors, who use equity compensation for incentives, and managers, who respond by selling shares for diversification. The findings cast doubt on the frequent and important theoretical assumption that managers cannot hedge the risks of these awards.",653
https://openalex.org/W2118979663,Are foreign investors attracted to weak environmental regulations? Evaluating the evidence from China,2008,,650
https://openalex.org/W2143954588,"Achieving Equity in Special Education: History, Status, and Current Challenges",2008,"Among the most-longstanding and intransigent issues in the field, the disproportionate representation of minority students in special education programs has its roots in a long history of educational segregation and discrimination. Although national estimates of disproportionality have been consistent over time, state and local estimates may show varying patterns of disproportionality. A number of factors may contribute to disproportionality, including test bias, poverty, special education processes, inequity in general education, issues of behavior management, and cultural mismatch/cultural reproduction. This article provides a report on the history, measurement, status, and factors contributing to disproportionate representation in special education, and offers recommendations based on an understanding of racial and ethnic disparities in special education as a multiply determined phenomenon.",649
https://openalex.org/W1977206371,Does oil move equity prices? A global view,2007,,648
https://openalex.org/W1518177234,Capital structure decision making,2001,,647
https://openalex.org/W2068303969,Equity in the delivery of health care in Europe and the US,2000,,647
https://openalex.org/W2259978233,The Effect of Brand Attitude and Brand Image on Brand Equity,2001,Brand equity has been criticized by some for an alleged lack of managerial relevance. This paper reports a study which operationalizes brand equity and empirically tests a conceptual model adapted from the work of Aaker (1991) and Keller (1993) considering the effect of brand attitude and brand image on brand equity. The results indicate that brand equity can be manipulated at the independent construct level by providing specific brand associations or signals to consumers and that these associations will result in images and attitudes that influence brand equity. The results suggest that focusing on the constructs that create brand equity is more relevant to managers than trying to measure it as an aggregated financial performance outcome.,646
https://openalex.org/W3123321248,New lists: Fundamentals and survival rates,2004,,646
https://openalex.org/W2165654896,"The Principal's Role in Creating Inclusive Schools for Diverse Students: A Review of Normative, Empirical, and Critical Literature on the Practice of Educational Administration",2000,"Public schools in the United States are serving a more heterogeneous student population now than ever before. Drawing on normative, empirical, and critical literatures, this review explores the role of school administrators in responding to the needs of diverse students. Three administrative tasks are highlighted: fostering new meanings about diversity, promoting inclusive school cultures and instructional programs, and building relationships between schools and communities. Administrative work that accomplishes these tasks can be thought of as a form of practice, with moral, epistemological, constitutive, and discursive dimensions. Inclusive administrative practice is rooted in values of equity and social justice; it requires administrators to bring their full subjectivities to bear on their practice, and it implicates language as a key mechanism for both oppression and transformation.",645
https://openalex.org/W1983122360,Eliciting public preferences for healthcare: a systematic review of techniques,2001,"BACKGROUND: Limited resources coupled with unlimited demand for healthcare mean that decisions have to be made regarding the allocation of scarce resources across competing interventions. Policy documents have advocated the importance of public views as one such criterion. In principle, the elicitation of public values represents a big step forward. However, for the exercise to be worthwhile, useful information must be obtained that is scientifically defensible, whilst decision-makers must be able and willing to use it. AIMS AND OBJECTIVES: The aim was to identify techniques that could be reasonably used to elicit public views on the provision of healthcare. Hence, the objectives were: (1) to identify research methods with the potential to take account of public views on the delivery of healthcare; (2) to identify criteria for assessing these methods; (3) to assess the methods identified according to the predefined criteria; (4) to assess the importance of public views vis-à-vis other criteria for setting priorities, as judged by a sample of decision-makers; (5) to make recommendations regarding the use of methods and future research. METHODS: A systematic literature review was carried out to identify methods for eliciting public views. Criteria currently used to evaluate such methods were identified. The methods identified were then evaluated according to predefined criteria. A questionnaire-based survey assessed the relative importance of public views vis-à-vis five other criteria for setting priorities: potential health gain; evidence of clinical effectiveness; budgetary impact; equity of access and health status inequalities; and quality of service. Two techniques were used: choice-based conjoint analysis and allocation of points technique. The questionnaire was sent to 143 participants. A subsample was followed up with a telephone interview. RESULTS: The methods identified were classified as quantitative or qualitative. RESULTS - QUANTITATIVE TECHNIQUES: Quantitative techniques, classified as ranking, rating or choice-based approaches, were evaluated according to eight criteria: validity; reproducibility; internal consistency; acceptability to respondents; cost (financial and administrative); theoretical basis; whether the technique offered a constrained choice; and whether the technique provided a strength of preference measure. Regarding ranking exercises, simple ranking exercises have proved popular, but their results are of limited use. The qualitative discriminant process has not been used to date in healthcare, but may be useful. Conjoint analysis ranking exercises did well against the above criteria. A number of rating scales were identified. The visual analogue scale has proved popular within the quality-adjusted life-year paradigm, but lacks constrained choice and may not measure strength of preference. However, conjoint analysis rating scales performed well. Methods identified for eliciting attitudes include Likert scales, the semantic differential technique, and the Guttman scale. These methods provide useful information, but do not consider strength of preference or the importance of different components within a total score. Satisfaction surveys have been frequently used to elicit public opinion. Researchers should ensure that they construct sensitive techniques, despite their limited use, or else use generic techniques where validity has already been established. Service quality (SERVQUAL) appears to be a potentially useful technique and its application should be researched. Three choice-based techniques with a limited application in healthcare are measure of value, the analytical hierarchical process and the allocation of points technique, while those more widely used, and which did well against the predefined criteria, include standard gamble, time trade-off, discrete choice conjoint analysis and willingness to pay. Little methodological work is currently available on the person trade-off. RESULTS - QUALITATIVE TECHNIQUES: Qualitative techniques were classified as either individual or group-based approaches. Individual approaches included one-to-one interviews, dyadic interviews, case study analyses, the Delphi technique and complaints procedures. Group-based methods included focus groups, concept mapping, citizens' juries, consensus panels, public meetings and nominal group techniques. Six assessment criteria were identified: validity; reliability; generalisability; objectivity; acceptability to respondents; and cost. Whilst all the methods have distinct strengths and weaknesses, there is a lot of ambiguity in the literature. Whether to use individual or group methods depends on the specific topic being discussed and the people being asked, but for both it is crucial that the interviewer/moderator remains as objective as possible. The most popular and widely used such methods were one-to-one interviews and focus groups. (ABSTRACT TRUNCATED)",644
https://openalex.org/W2041455880,Entrepreneurship and university-based technology transfer,2004,,644
https://openalex.org/W2116335571,Economic valuation and the commodification of ecosystem services,2011,"In the last decade a growing number of environmental scientists have advocated economic valuation of ecosystem services as a pragmatic short-term strategy to communicate the value of biodiversity in a language that reflects dominant political and economic views. This paper revisits the controversy on economic valuation of ecosystem services in the light of two aspects that are often neglected in ongoing debates. First, the role of the particular institutional setup in which environmental policy and governance is currently embedded in shaping valuation outcomes. Second, the broader economic and sociopolitical processes that have governed the expansion of pricing into previously non-marketed areas of the environment. Our analysis suggests that within the institutional setup and broader sociopolitical processes that have become prominent since the late 1980s economic valuation is likely to pave the way for the commodification of ecosystem services with potentially counterproductive effects in the long term for biodiversity conservation and equity of access to ecosystem services benefits.",642
https://openalex.org/W2118508482,Financial Institutions and Markets across Countries and over Time: The Updated Financial Development and Structure Database,2010,"This article introduces the updated and expanded version of the Financial Development and Structure Database. The database includes indicators on the size, efficiency, and stability of banks, nonbank financial institutions, and equity and bond markets over 1960–2007. It also contains indicators of financial globalization.",642
https://openalex.org/W2039279640,"Who is in whose pocket? Director compensation, board independence, and barriers to effective monitoring",2004,,640
https://openalex.org/W2471750569,Structural Vulnerability: Operationalizing the Concept to Address Health Disparities in Clinical Care,2016,"The authors propose reinvigorating and extending the traditional social history beyond its narrow range of risk behaviors to enable clinicians to address negative health outcomes imposed by social determinants of health. In this Perspective, they outline a novel, practical medical vulnerability assessment questionnaire that operationalizes for clinical practice the social science concept of ""structural vulnerability."" A structural vulnerability assessment tool designed to highlight the pathways through which specific local hierarchies and broader sets of power relationships exacerbate individual patients' health problems is presented to help clinicians identify patients likely to benefit from additional multidisciplinary health and social services. To illustrate how the tool could be implemented in time- and resource-limited settings (e.g., emergency department), the authors contrast two cases of structurally vulnerable patients with differing outcomes. Operationalizing structural vulnerability in clinical practice and introducing it in medical education can help health care practitioners think more clearly, critically, and practically about the ways social structures make people sick. Use of the assessment tool could promote ""structural competency,"" a potential new medical education priority, to improve understanding of how social conditions and practical logistics undermine the capacities of patients to access health care, adhere to treatment, and modify lifestyles successfully. Adoption of a structural vulnerability framework in health care could also justify the mobilization of resources inside and outside clinical settings to improve a patient's immediate access to care and long-term health outcomes. Ultimately, the concept may orient health care providers toward policy leadership to reduce health disparities and foster health equity.",640
https://openalex.org/W3121817381,Private Equity and Long‐Run Investment: The Case of Innovation,2011,"ABSTRACT A long‐standing controversy is whether leveraged buyouts (LBOs) relieve managers from short‐term pressures from public shareholders, or whether LBO funds themselves sacrifice long‐term growth to boost short‐term performance. We examine one form of long‐run activity, namely, investments in innovation as measured by patenting activity. Based on 472 LBO transactions, we find no evidence that LBOs sacrifice long‐term investments. LBO firm patents are more cited (a proxy for economic importance), show no shifts in the fundamental nature of the research, and become more concentrated in important areas of companies' innovative portfolios.",640
https://openalex.org/W2103981841,Planning of renewables schemes: Deliberative and fair decision-making on landscape issues instead of reproachful accusations of non-cooperation,2007,,638
https://openalex.org/W2161803034,Change in care regimes and female migration: the ‘care drain’ in the Mediterranean,2006,"Concern over the need to provide long-term care for an ageing population has stimulated a search for new solutions able to ensure financial viability and a better balance between demand and supply of care. There is at present a great variety of care regimes across industrial countries, with Mediterranean countries forming a distinctive cluster where management of care is overwhelmingly entrusted to the family. In some of these countries elderly care has recently attracted large flows of care migrants, ushering in a new division of labour among family carers (mainly women), female immigrants, and skilled native workers. The article explores the interconnections between the feminization of migration, on the one hand, and ongoing change in the Southern European care regimes, on the other hand. Different strands of the literature are brought together and reviewed to illustrate ongoing developments. One main objective is to identify issues of efficiency, equity and sustainability raised by this new ‘model’ of care. The results of recent surveys on provisions and costs of long-term care are accordingly reviewed to set the stage for discussion on the optimal mix of long-term care provisions in place of traditional family care.",636
https://openalex.org/W2091780580,Toward the Development of a Multidimensional Scale for Improving Evaluations of Business Ethics,2012,,635
https://openalex.org/W4367294999,A Guide for ensuring inclusion and equity in education,2017,,635
https://openalex.org/W586036394,Inclusive green growth : the pathway to sustainable development,2012,"As the global population heads toward 9 billion by 2050, decisions made today will lock countries into growth patterns that may or may not be sustainable in the future. Care must be taken to ensure that cities and roads, factories and farms are designed, managed, and regulated as efficiently as possible to wisely use natural resources while supporting the robust growth developing countries still need. Economic development during the next two decades cannot mirror the previous two: poverty reduction remains urgent but growth and equity can be pursued without relying on policies and practices that foul the air, water, and land. Inclusive Green Growth: The Pathway to Sustainable Development makes the case that greening growth is necessary, efficient, and affordable. Yet spurring growth without ensuring equity will thwart efforts to reduce poverty and improve access to health, education, and infrastructure services. Countries must make strategic investments and farsighted policy changes that acknowledge natural resource constraints and enable the world's poorest and most vulnerable to benefit from efficient, clean, and resilient growth. Like other forms of capital, natural assets are limited and require accounting, investment, and maintenance in order to be properly harnessed and deployed. By maximizing co-benefits and avoiding lock-in, by promoting smarter decisions in industry and society, and by developing innovative financing tools for green investment, we can afford to do the things we must.| The poor health of today's roads--a subject close to the hearts of motorists, taxpayers, and government treasurers around the world--has resulted from faulty incentives that misdirect government decision-makers, according to the contributors to Street Smart . During the 1990s, bad government decision-making resulted in the U.S. Interstate Highway System growing by only one seventh the rate of traffic growth. The poor maintenance of existing roads is another concern. In cities around the world, highly political and wasteful government decision-making has led to excessive traffic congestion that has created long commutes, reduced safety, and caused loss of leisure time. Street Smart examines the privatization of roads in theory and in practice. The authors see at least four possible roles for private companies, beyond the well-known one of working under contract to design, build, or maintain governmentally provided roads. These include testing and licensing vehicles and drivers; management of government-owned facilities; franchising; and outright private ownership. Two chapters describe the history of private roads in the United Kingdom and the United States. Contemporary examples are provided of pricing, privatizing, and contracting out are evident in environs as diverse as Singapore, Southern California, and Scandinavia, and cities as different as Bergen, Norway, and London, England. Finally, several chapters examine strategies for implementing privatization. The principles governing providing scarce resources in free societies are well known. We apply them to such necessities as energy, food, and water so why not to road space? The main obstacle to private, or semi-private, ownership of roads is likely to remain the reluctance of the political class to give up a lucrative source of power and influence. Those who want decisions about services to be controlled by the interplay of consumers and suppliers in free markets, rather than by politicians, will have to explain the need for change. Street Smart makes a powerful case for the need for change and sheds light on the complex issues involved. Gabriel Roth is a transport and privatization consultant and a research fellow at the Independent Institute in Oakland, California.",635
https://openalex.org/W1825226272,Fairness in Adaptation to Climate Change,2006,"As a global society, we need to take action not only to prevent the potentially catastrophic effects of climate change but also to adapt to the unavoidable effects of climate change already imposed on the world. Fairness in Adaptation to Climate Change looks at the challenges of ensuring that policy responses to climate change do not place undue and unfair burdens on already vulnerable populations. All countries will be endangered by climate change risks from flood, drought, and other extreme weather events, but developing countries are more dependent on climate-sensitive livelihoods such as farming and fishing and hence are more vulnerable. Despite this, the concerns of developing countries are marginalized in climate policy decisions that exacerbate current vulnerabilities. Fairness in Adaptation to Climate Change brings together scholars from political science, economics, law, human geography, and climate science to offer the first assessment of the social justice issues in adaptation to climate change. The book outlines the philosophical underpinnings of different types of justice in relation to climate change, present inequities, and future burdens, and it applies these to real world examples of climate change adaptation in Bangladesh, Tanzania, Botswana, Namibia, and Hungary. It argues that the key to adapting to climate change lies in recognizing the equity and justice issues inherent in its causes and in human responses to it. Contributors W. Neil Adger, Paul Baer, Jon Barnett, Maria Bohn, Kirstin Dow, Saleemul Huq, Roger E. Kasperson, Mizan R. Khan, Janica Lane, Neil A. Leary, Robin Leichenko, Joanne Linnerooth-Bayer, M. J. Mace, Karen O'Brien, Jouni Paavola, Stephen H. Schneider, David S. G. Thomas, Chasca Twyman, Anna Vári",633
https://openalex.org/W2161226765,Sustainable development: Our Common Future revisited,2014,"No clear definition of sustainable development exists to guide politicians in solving challenges at the global or regional levels. Rather, the concept's use has increasingly reflected socially desirable attributes of solutions to local- and project-level problems, but these ignore the global challenges that the concept was meant to address. We return to the original definition of sustainable development used in the Brundtland Report and suggest an assessment method to determine whether countries currently meet the threshold values of four equally important primary dimensions: safeguarding long-term ecological sustainability, satisfying basic needs, and promoting intragenerational and intergenerational equity. We also define indicators and threshold values for each of these dimensions; in addition, we show how 167 countries compare in meeting these threshold values. Currently, no country meets all four thresholds. Even so, we propose that, with the use of technology and behavioural changes, it will be possible to reach the threshold values by 2030.",633
https://openalex.org/W2360744658,Equity Impacts of Urban Land Use Planning for Climate Adaptation,2016,"A growing number of cities are preparing for climate change impacts by developing adaptation plans. However, little is known about how these plans and their implementation affect the vulnerability of the urban poor. We critically assess initiatives in eight cities worldwide and find that land use planning for climate adaptation can exacerbate socio-spatial inequalities across diverse developmental and environmental conditions. We argue that urban adaptation injustices fall into two categories: acts of commission, when interventions negatively affect or displace poor communities, and acts of omission, when they protect and prioritize elite groups at the expense of the urban poor.",632
https://openalex.org/W2108267835,Does the stock market fully value intangibles? Employee satisfaction and equity prices,2011,,631
https://openalex.org/W2120901827,Racial and Ethnic Achievement Gap Trends: Reversing the Progress Toward Equity?,2002,"Racial and ethnic achievement gaps narrowed substantially in the 1970s and 1980s. As some of the gaps widened in the 1990s, there were some setbacks in the progress the nation made toward racial and ethnic equity. This article offers a look below the surface at Black-White and Hispanic-White achievement gap trends over the past 30 years. The literature review and data analysis identify the key factors that seem to have contributed to bifurcated patterns in achievement gaps. The conventional measures of socioeconomic and family conditions, youth culture and student behavior, and schooling conditions and practices might account for some of the achievement gap trends for a limited time period or for a particular racial and ethnic group. However, they do not fully capture the variations. This preliminary analysis of covariations in racial and ethnic gap patterns across several large data sets has implications for future research on the achievement of minority groups.",631
